country_name,country_iso3,year,indicator_name,indicator_code,value,indicator_category
Sri Lanka,LKA,1990,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1989,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1988,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1987,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1986,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1985,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0002956911128218,Mining
Sri Lanka,LKA,1984,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1983,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0011131075725297,Mining
Sri Lanka,LKA,1982,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0018490716913861,Mining
Sri Lanka,LKA,1981,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0031742633064875,Mining
Sri Lanka,LKA,1980,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0022610054448155,Mining
Sri Lanka,LKA,1979,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1978,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1977,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1976,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1975,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1974,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1973,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1972,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1971,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1970,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2021,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2020,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2019,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2018,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2017,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2016,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2015,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2014,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2013,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2012,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2011,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2010,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2009,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2008,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2007,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2006,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2005,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2004,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2003,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2002,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2001,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2000,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1999,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1998,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1997,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1996,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1995,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1994,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1993,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1992,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1991,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1990,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1989,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1988,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1987,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1986,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1985,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1984,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1983,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1982,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1981,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1980,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1979,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1978,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1977,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1976,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1975,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1974,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1973,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1972,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,1971,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,0.0,Mining
Sri Lanka,LKA,2021,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2020,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2019,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2018,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2017,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2016,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2015,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2014,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2013,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2012,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2011,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2010,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2009,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2008,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2007,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2006,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2005,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2004,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2003,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2002,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2001,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2000,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1999,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1998,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1997,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1996,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1995,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1994,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1993,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1992,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1991,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1990,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1989,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1988,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1987,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1986,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1985,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1984,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1983,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1982,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1981,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1980,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1979,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1978,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1977,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1976,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1975,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1974,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1973,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1972,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,1971,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,0.0,Mining
Sri Lanka,LKA,2021,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0832444969793704,Mining
Sri Lanka,LKA,2020,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0850400982115445,Mining
Sri Lanka,LKA,2019,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0722571812304566,Mining
Sri Lanka,LKA,2018,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.064834147164453,Mining
Sri Lanka,LKA,2017,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.0888765377568958,Mining
Sri Lanka,LKA,2016,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.120808775080832,Mining
Sri Lanka,LKA,2015,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.116815682766825,Mining
Sri Lanka,LKA,2014,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.106716230120525,Mining
Sri Lanka,LKA,2013,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.111206626762233,Mining
Sri Lanka,LKA,2012,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.137234670569948,Mining
Sri Lanka,LKA,2011,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.161869001521806,Mining
Sri Lanka,LKA,2010,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.181247741101714,Mining
Sri Lanka,LKA,2009,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.154024920053947,Mining
Sri Lanka,LKA,2008,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.168491007991096,Mining
Sri Lanka,LKA,2007,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.196497793780255,Mining
Sri Lanka,LKA,2006,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.16417428202828,Mining
Sri Lanka,LKA,2005,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.124198914028397,Mining
Sri Lanka,LKA,2004,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.147494466742975,Mining
Sri Lanka,LKA,2003,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.196684504988527,Mining
Sri Lanka,LKA,2002,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.203787939938968,Mining
Sri Lanka,LKA,2001,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.196220474071304,Mining
Sri Lanka,LKA,2000,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.190956032913517,Mining
Sri Lanka,LKA,1999,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.214152119083607,Mining
Sri Lanka,LKA,1998,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.188090082261484,Mining
Sri Lanka,LKA,1997,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.211594304589763,Mining
Sri Lanka,LKA,1996,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.353077482876767,Mining
Sri Lanka,LKA,1995,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.387053556444352,Mining
Sri Lanka,LKA,1994,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.344406420288195,Mining
Sri Lanka,LKA,1993,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.442217811746733,Mining
Sri Lanka,LKA,1992,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.508323376361394,Mining
Sri Lanka,LKA,1991,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.541072206279577,Mining
Sri Lanka,LKA,1990,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.467031774164659,Mining
Sri Lanka,LKA,1989,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.449054392882218,Mining
Sri Lanka,LKA,1988,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.462214619069643,Mining
Sri Lanka,LKA,1987,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.458943840762112,Mining
Sri Lanka,LKA,1986,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.512449670512743,Mining
Sri Lanka,LKA,1985,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.297895482888966,Mining
Sri Lanka,LKA,1984,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.415370333932422,Mining
Sri Lanka,LKA,1983,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.618973339361637,Mining
Sri Lanka,LKA,1982,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.9186852978762305,Mining
Sri Lanka,LKA,1981,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.665314964531548,Mining
Sri Lanka,LKA,1980,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.836147126437549,Mining
Sri Lanka,LKA,1979,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.824141817580273,Mining
Sri Lanka,LKA,1978,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.9186852978762305,Mining
Sri Lanka,LKA,1977,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.9186852978762305,Mining
Sri Lanka,LKA,1976,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.531682871698104,Mining
Sri Lanka,LKA,1975,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.776306878827124,Mining
Sri Lanka,LKA,1974,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.384839956370907,Mining
Sri Lanka,LKA,1973,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.412492035623906,Mining
Sri Lanka,LKA,1972,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.293823821135509,Mining
Sri Lanka,LKA,1971,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.311770020850896,Mining
Sri Lanka,LKA,1970,Total natural resources rents (% of GDP),NY.GDP.TOTL.RT.ZS,0.349013656833095,Mining
Sri Lanka,LKA,2023,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.8403143119353,Fuel Trade
Sri Lanka,LKA,2022,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.701982216279,Fuel Trade
Sri Lanka,LKA,2021,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.8165286428724,Fuel Trade
Sri Lanka,LKA,2020,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,13.4223644106075,Fuel Trade
Sri Lanka,LKA,2019,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,17.627446133209,Fuel Trade
Sri Lanka,LKA,2017,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.0844302150633,Fuel Trade
Sri Lanka,LKA,2016,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,11.966960899183,Fuel Trade
Sri Lanka,LKA,2015,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,13.9868251864936,Fuel Trade
Sri Lanka,LKA,2014,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.849465397046,Fuel Trade
Sri Lanka,LKA,2013,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.486698807472,Fuel Trade
Sri Lanka,LKA,2012,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,21.4145747961846,Fuel Trade
Sri Lanka,LKA,2011,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,20.2331090803262,Fuel Trade
Sri Lanka,LKA,2010,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.7097534770111,Fuel Trade
Sri Lanka,LKA,2009,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,19.3897187044268,Fuel Trade
Sri Lanka,LKA,2008,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,22.9823013004175,Fuel Trade
Sri Lanka,LKA,2007,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.5450157431296,Fuel Trade
Sri Lanka,LKA,2006,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.6716438746334,Fuel Trade
Sri Lanka,LKA,2005,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,13.424966897748,Fuel Trade
Sri Lanka,LKA,2004,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,14.4497296320203,Fuel Trade
Sri Lanka,LKA,2003,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,11.3116377159496,Fuel Trade
Sri Lanka,LKA,2002,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,13.8434940353583,Fuel Trade
Sri Lanka,LKA,2001,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,9.33910501536337,Fuel Trade
Sri Lanka,LKA,2000,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,9.2471986557808,Fuel Trade
Sri Lanka,LKA,1999,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,5.72493679637138,Fuel Trade
Sri Lanka,LKA,1994,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,6.21646072500221,Fuel Trade
Sri Lanka,LKA,1993,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,7.70443985399884,Fuel Trade
Sri Lanka,LKA,1992,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,8.88468413313766,Fuel Trade
Sri Lanka,LKA,1991,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,10.9801355862548,Fuel Trade
Sri Lanka,LKA,1990,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,12.6302443986113,Fuel Trade
Sri Lanka,LKA,1987,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,15.2616154627301,Fuel Trade
Sri Lanka,LKA,1986,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,12.5827975512429,Fuel Trade
Sri Lanka,LKA,1985,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,21.7712362014913,Fuel Trade
Sri Lanka,LKA,1984,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,25.7125647084581,Fuel Trade
Sri Lanka,LKA,1983,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,23.8653923711894,Fuel Trade
Sri Lanka,LKA,1982,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,31.3556375819122,Fuel Trade
Sri Lanka,LKA,1981,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.9821907110694,Fuel Trade
Sri Lanka,LKA,1980,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.2901080203621,Fuel Trade
Sri Lanka,LKA,1979,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,17.5497370651568,Fuel Trade
Sri Lanka,LKA,1978,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.5377705471773,Fuel Trade
Sri Lanka,LKA,1977,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.1158711129172,Fuel Trade
Sri Lanka,LKA,1976,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,24.8780749473924,Fuel Trade
Sri Lanka,LKA,1975,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,16.6907722934412,Fuel Trade
Sri Lanka,LKA,1974,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,19.9575866581562,Fuel Trade
Sri Lanka,LKA,1972,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,1.89241781921288,Fuel Trade
Sri Lanka,LKA,1971,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,1.54528052659468,Fuel Trade
Sri Lanka,LKA,1970,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,2.67635450597155,Fuel Trade
Sri Lanka,LKA,1969,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,6.35503545155381,Fuel Trade
Sri Lanka,LKA,1968,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,9.22831493515401,Fuel Trade
Sri Lanka,LKA,1967,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,7.05776963531385,Fuel Trade
Sri Lanka,LKA,1966,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,6.69211436415678,Fuel Trade
Sri Lanka,LKA,1965,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,8.12876945496385,Fuel Trade
Sri Lanka,LKA,1964,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,5.38412060764949,Fuel Trade
Sri Lanka,LKA,1963,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,8.62630580469762,Fuel Trade
Sri Lanka,LKA,1962,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,8.17452173233611,Fuel Trade
Sri Lanka,LKA,2023,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.37760325088327,Metals Trade
Sri Lanka,LKA,2022,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.53552149924906,Metals Trade
Sri Lanka,LKA,2021,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.8071749630329,Metals Trade
Sri Lanka,LKA,2020,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.63236778433896,Metals Trade
Sri Lanka,LKA,2019,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.41732394166412,Metals Trade
Sri Lanka,LKA,2017,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.45663389138902,Metals Trade
Sri Lanka,LKA,2016,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1.45299230642368,Metals Trade
